V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60
27.151600970396384,29.392180416504974,27.950907920319015,33.63937729101645,27.408429050447698,34.557983634678216,28.99197631933226,31.2663682644027,32.254444477930534,30.46655236319719,31.86590315233327,34.14229411796138,25.02458833346941,27.95091354190884,35.72239499870252,30.979112095065915,27.20211386796996,35.14006543157478,25.59345782108223,31.00346818733696,33.63131896187935,28.58929100297733,31.3532723271217,28.31185135289777,26.205518165349673,25.572326901018094,35.70379914642081,26.595459553249945,35.72203724066678,32.8347386809023,26.187208758904553,31.392226054496927,35.48345394954483,27.0619990780552,27.69156093336932,26.991131061706067,27.10282386082859,34.71459283655624,30.71514045245234,25.485259174008988,30.398886642512302,25.482093150341825,27.958358203297912,33.35600925682142,27.24977535681661,29.750998890104146,35.04245481526978,34.531162382941034,24.45740769635757,33.36541327034906,26.873721429791786,26.71652882947277,35.8248795827706,27.076929331902647,24.38126851981122,32.40496135701659,35.421415388968214,35.17146865858201,29.38692287944275,31.677517865366806
33.963689733796684,28.6846984188256,30.350533094724458,24.772644217038657,34.18876457200669,27.174604915463213,26.018641503524915,26.55704621924385,30.457706299945432,27.924469595731463,33.17274220198673,27.266816950057997,32.878880021827456,34.909863359388325,30.32368530114489,32.95496102848934,27.311871743184067,30.772560699756283,30.74913942922189,32.01461950540841,29.415752236296306,31.496367040475153,30.15701337975739,27.3024636474984,35.178515405971325,26.079782108238124,24.15644046196135,29.826543432965664,27.045397327551232,33.29889473953227,29.250078996237136,24.164800051942013,29.792215929630704,33.665447451679576,30.794816628736864,31.737472443851146,28.86215857119626,31.72182052657465,35.024872335284336,27.19385427123707,31.19426130108496,27.43357783420625,27.685622467270875,31.039276265745244,30.005847223667946,33.921159734922576,31.1512460069513,34.300938437097784,26.162500499815092,25.370476838681892,27.825144170907606,33.48623805780632,31.619582982826103,29.25609782884178,28.110081626901554,31.834455024591406,29.75606484911204,26.029245311124807,34.83237908410016,27.825313931147925
32.161995898758036,25.04953229189979,32.116769477739986,31.766451836419808,34.66408408478408,32.47859639622716,31.843770797121486,33.187432872616036,31.84019370322667,33.86331960279421,28.60314582523847,25.96773522599923,33.347419266193164,26.311237960642494,29.334266617952657,27.15360872892089,31.876126702635087,28.20662724564861,30.511448708791914,25.94639833039465,27.69105182895371,35.97098707653702,35.586555855576634,31.029462487616872,26.670612809307013,24.50762466866015,29.169662005516443,26.60380808863016,30.38129984210516,35.86354206755314,27.6740389882314,34.0860046272121,34.98273736891066,35.734744760120115,35.27560121080796,27.58586479077951,28.777482832664887,32.48175832731978,25.55009679353837,31.866634779826914,31.58432378137845,25.45865596066145,26.27896373808989,34.08945072429306,25.616055295115036,34.56961156720546,24.61427939004781,27.27832595165459,24.444896033069895,31.951405155308358,24.798926582095103,28.84628805239305,31.951059808545608,24.19278649894633,28.590186519399253,27.155397154237555,32.62911897542682,28.96704244289276,30.387037235162264,29.652920217122997
33.30222940472103,27.42194857780485,27.18097332670177,33.46332663751386,34.209904031828856,34.80420350269537,25.055660568553506,30.04722776578245,33.22474515404403,24.737037844418165,30.500539033374103,30.56775396779394,25.02279210316896,26.81211230798466,32.611563695458024,32.55283725852237,27.205840655742254,30.33060652893808,34.8827645233564,25.796341978452578,29.268989626842824,29.187012524180172,33.592339764579904,26.258032950851803,27.31552900248427,32.158703786778695,24.542862920257907,32.28293611594485,34.01206589531857,24.067559127134434,34.12122334072997,27.461857644722947,25.684432203989676,24.76284053399594,33.233381600247604,24.24097426894567,28.963844188855944,29.432584887460514,25.5247538409495,29.903668988984627,28.522078490064274,25.504112151237983,30.312750613473302,27.017259785838636,29.12670157184714,29.27742510595167,29.148295453333247,27.89501262877055,34.43513863439827,27.13893862208787,34.13677439700308,29.672076686167912,24.339972040199452,31.314563003515712,35.5097838312945,28.53720500940041,31.533307072206398,28.77167072711331,31.80592867566055,34.17188285878968
31.39922466024333,24.723242480363712,25.777794935712592,30.04176803289381,29.132647818593398,32.34327355985654,29.08665503391469,31.954674720833868,32.54235352104352,34.765478922444785,29.660995004727898,24.232644529624462,33.12764451362419,31.925144487014627,29.006231004458538,26.93140636742277,31.350871798522093,34.91809651512267,24.28746147990869,32.684941174239505,28.407596192283766,24.596493623570534,35.5719305354106,26.959819109025716,30.925804093427978,28.88728368913372,24.190166661000017,28.559932845339546,35.26698766278093,24.473393575118212,25.28402072330195,29.33528565994037,27.908000887540503,35.76688652899116,24.472932800657592,27.191311497569647,31.65137833968261,27.67416758918163,24.06830612783189,27.111372947736683,27.52034642090465,25.00880760538704,34.73904655377444,24.10499467553375,25.112958549435398,25.78588877571359,35.81453621349317,24.849241312830184,26.01879358396045,24.185057391517116,26.832420742153047,30.972335932668766,33.01327835583038,32.95779280001925,24.43455042608535,28.989224891773613,25.795093286239897,35.03096255282651,34.19357499396841,26.547391031967106
25.172575743283893,27.90485777593152,34.69165780848178,33.249231177485555,34.04945246439497,25.14875043434941,35.20430435058584,27.376802541548663,31.803607832248808,30.161372103398623,25.333847944569243,29.836385140621,34.01736107949267,31.917475201133428,26.56863961214872,26.058965925617176,24.811425252842106,31.129336018460545,29.279691300116628,25.66892011968591,34.57506068712283,31.474956572371163,26.10984754208181,27.950784594517824,35.948231787226035,30.30785032576432,30.180153367549394,27.269218218933254,29.44857286423625,33.36213883349818,26.172795217175228,25.49001005453413,31.854151514755262,30.171357358801323,30.264646318932172,32.22444409873681,30.239295885276995,29.31797431567717,31.120875757427267,34.263850755650424,35.82505145841546,28.45457769914405,35.97207499314563,33.27422484305818,26.12730419529621,28.106749544461607,35.378717679934006,29.366746411251704,29.877759490549106,34.41374864264835,31.7862290674061,29.96497962134384,32.59338927999204,27.28461607242712,31.663567436953283,33.817074597537086,34.61485180631597,24.921363324172567,26.193851130386022,26.44801374573685
25.973143681150823,29.135957165661157,25.721780431873732,24.293621065138787,33.261992544433454,31.230718928404606,30.225382395800327,35.26178779066996,30.548950440682393,24.91863785164666,27.06065490399835,31.425279980906872,34.215824723912576,34.34508734178145,31.890241050635925,31.554020463907104,28.25727516345272,34.93730480322347,33.33354226344865,24.124143595230798,33.47790768770697,33.34058676798783,29.12155838268135,25.014619742386397,24.547105548985748,30.72272727245625,26.23707229390764,27.238744934290413,30.91427013440505,35.00526263912429,26.621164813438174,35.724278269160145,30.447428896532728,24.297619487567896,26.614219119237198,30.94504834776365,26.32380951827651,30.395174928104357,24.089892704167344,25.173803256493322,32.148813255973224,34.217584781179,28.060722936904693,28.796687211477934,35.15732117098722,30.67837332753531,32.6510377208283,28.237670673398586,28.39952212642572,26.23341953936757,35.77169339479157,24.744062786020063,27.023849312608515,30.433798746504717,27.18420293732872,24.846944474259335,26.588595877294736,24.557324110922146,27.8220482143156,24.586657619351307
28.42383508049485,28.26791576327961,33.72610048383224,29.663794982437693,25.941473544795933,28.294013538986654,28.64871684127068,28.8129308126885,31.651086354197307,34.46626304877359,34.16346477486228,26.388552225554623,24.9439387400001,29.57524621169788,28.99115115730761,24.253346536390296,24.156628136320812,27.957034965771065,35.35867208384849,26.531263322062394,31.330400106294604,24.139558349397927,28.657301726774786,30.008272037760573,32.15968357480893,34.2410048133323,27.970433221357364,28.349210238084112,29.17110362719109,25.95803062811025,25.941808801003013,33.81150462085613,30.723983720963588,25.023792214296517,33.64644359276063,25.60600332709322,35.753868544587895,33.930773570109174,28.41161634669356,27.019741874832512,28.71143518440384,32.933340072447855,28.44629456096407,30.626036192177963,26.28631834552889,25.08633354671717,29.847061725028137,31.095368010940753,30.108442408299126,32.68228174357346,26.50452631508268,35.72482248078649,25.12027335067729,30.64748976865209,34.234898020634844,30.29121447454097,34.56450798287483,32.59269722725848,30.507262900480587,30.224408346701928
32.006086634672336,29.83234282241566,35.07764833163408,27.187466910443558,24.47855751674091,27.029248241930556,35.54553168156368,31.56333303981786,33.73186834869904,29.37487746914416,30.3204363493894,35.25070147726497,32.07591172394736,27.74307271104875,33.11811264874309,33.98613243366023,30.74502186152862,34.138077518695475,26.374745142631284,31.67098439971363,33.82076820601356,32.853448526306835,29.94011206023405,29.293924374399786,32.73005682672244,34.59397807427641,31.440856847489,34.14611338124078,30.186040257681555,25.311314293410767,32.48427733464602,26.501834642770515,30.19766405134295,30.39105097846805,29.90877175083251,26.96584403653816,28.076358095899742,25.296469081798747,31.613912455915194,32.18135958237121,30.792964903586093,32.24132023977548,25.210716495677158,35.79462226676823,35.53932308519255,30.29279633137259,35.524105160006044,26.906004647403865,32.718530893331106,32.93970576202365,26.50493335105918,33.245383117314326,31.69554256933237,30.31287207938511,33.290694425092354,35.75020252428672,24.34227772596829,29.51790880056097,34.87839703746737,27.128165200858717
24.916724735732693,25.85393140627864,33.786071313869854,29.361304281773695,30.64901711409227,35.48564449801394,27.440514020324954,28.27153980570807,31.21180807415889,27.697504356311335,32.82069726427602,33.35184998771233,26.376458062464327,26.561271010862193,35.663687883853484,31.7575914792902,32.91682178534522,24.81577927520555,24.028615309178683,31.552478069884728,27.67150679258582,35.366381466759684,30.58537628747357,30.58995004798395,35.09659427116176,24.351660752795343,29.041861431448933,32.463488433107585,29.410543103602976,28.948035891718945,26.93822041611661,35.858727969098624,26.637045956257825,30.60714266064949,24.23270939116664,24.054083755832163,26.74437320291484,26.92958719416353,26.513233907670536,25.63115780595708,28.735545298953177,26.54411744853598,31.787725907727552,26.977440980472533,30.990682527706433,32.9742847746078,28.915375871107898,30.99119175397793,34.95214015287583,24.95245164942452,30.19896939727093,26.531661878118744,25.012016429755253,31.00029902302061,35.55221093377296,24.6595762573795,24.155890849647978,29.76204181595743,33.54427193876016,31.823735200587144
